Time (s),PHI2,R_W,D0,A0
0.0007074,1,1,1,1
0.0007075,1,1,1,1
0.0007076,1,1,1,1
0.0007077,0,1,0,1
0.0007078,0,1,0,1
0.0007079,0,1,0,1
0.000708,0,1,1,1
0.0007081,0,1,1,1
0.0007082,1,1,1,0
0.0007083,1,1,0,0
0.0007084,1,1,0,0
0.0007085,1,1,0,0
0.0007086,0,1,0,0
0.0007087,0,1,0,1
0.0007088,0,1,0,1
0.0007089,0,1,0,1
0.000709,0,1,0,1
0.0007091000000000001,0,1,0,1
0.0007092,1,1,0,0
0.0007092999999999999,1,1,0,0
0.0007094,1,1,0,0
0.0007095,1,1,0,0
0.0007096,0,1,0,0
0.0007097,0,1,0,1
0.0007098,0,1,0,1
0.0007099,0,1,1,1
0.00071,0,1,1,1
0.0007101,1,1,1,1
0.0007102,1,1,1,1
0.0007103,1,1,1,1
0.0007104,1,1,1,1
0.0007105,1,1,1,1
0.0007106,0,1,1,1
0.0007107,0,1,0,0
0.0007108,0,1,0,0
0.0007109,0,1,1,0
0.000711,0,1,1,0
0.0007111,1,1,1,0
0.0007112,1,1,0,0
0.0007113,1,1,0,0
0.0007114000000000001,1,1,0,0
0.0007115,1,1,0,0
0.0007115999999999999,0,1,0,1
0.0007117,0,1,0,1
0.0007118,0,1,0,1
0.0007119,0,1,1,1
0.000712,0,1,1,1
0.0007121,1,0,0,0
0.0007122,1,0,0,0
0.0007123,1,0,0,0
0.0007124,1,0,0,0
0.0007125,1,0,0,0
0.0007126,0,0,0,1
0.0007127,0,1,0,1
0.0007128,0,1,0,1
0.0007129,0,1,1,1
0.000713,0,1,1,1
0.0007131,1,1,0,1
0.0007132,1,1,1,1
0.0007133,1,1,1,1
0.0007134,1,1,1,1
0.0007135,0,1,1,1
0.0007136,0,1,0,1
0.0007136999999999999,0,1,0,1
0.0007138,0,1,1,1
0.0007139,0,1,1,1
0.000714,0,1,1,1
0.0007141,1,1,0,0
0.0007142,1,1,0,0
0.0007143,1,1,0,0
0.0007144,1,1,0,0
0.0007145,0,1,0,0
0.0007146,0,1,0,1
0.0007147,0,1,0,1
0.0007148,0,1,1,1
0.0007149,0,1,1,1
0.000715,1,1,1,1
0.0007151,1,1,0,1
0.0007152,1,1,0,1
0.0007153,1,1,0,1
0.0007154,1,1,0,1
0.0007155,0,1,0,0
0.0007156,0,1,0,0
0.0007157,0,1,0,0
0.0007158000000000001,0,1,1,0
0.0007159,0,1,1,0
0.0007159999999999999,1,0,1,0
0.0007161,1,0,0,0
0.0007162,1,0,0,0
0.0007163,1,0,0,0
0.0007164,1,0,0,0
0.0007165,0,0,0,1
0.0007166,0,1,0,1
0.0007167,0,1,0,1
0.0007168,0,1,0,1
0.0007169,0,1,0,1
0.000717,1,1,1,0
0.0007171,1,1,0,0
0.0007172,1,1,0,0
0.0007173,1,1,0,0
0.0007174,0,1,0,0
0.0007175,0,1,0,0
0.0007176,0,1,0,0
0.0007177,0,1,0,0
0.0007178,0,1,0,0
0.0007179,0,1,0,0
0.000718,1,1,0,1
0.0007181000000000001,1,1,1,1
0.0007182,1,1,1,1
0.0007182999999999999,1,1,1,1
0.0007184,0,1,1,1
0.0007185,0,1,0,1
0.0007186,0,1,0,1
0.0007187,0,1,1,1
0.0007188,0,1,1,1
0.0007189,1,1,1,1
0.000719,1,1,0,0
0.0007191,1,1,0,0
0.0007192,1,1,0,0
0.0007193,1,1,0,0
0.0007194,0,1,0,0
0.0007195,0,1,0,1
0.0007196,0,1,0,1
0.0007197,0,1,0,1
0.0007198,0,1,0,1
0.0007199,1,1,0,1
0.00072,1,1,1,1
0.0007201,1,1,1,1
0.0007202000000000001,1,1,1,1
0.0007203,1,1,1,1
0.0007203999999999999,0,1,0,1
0.0007205,0,1,0,1
0.0007206,0,1,0,1
0.0007207,0,1,0,1
0.0007208,0,1,0,1
0.0007209,1,1,0,0
0.000721,1,1,0,0
0.0007211,1,1,0,0
0.0007212,1,1,0,0
0.0007213,1,1,0,0
0.0007214,0,1,0,1
0.0007215,0,1,0,1
0.0007216,0,1,0,1
0.0007217,0,1,0,1
0.0007218,0,1,0,1
0.0007219,1,1,0,0
0.000722,1,1,0,0
0.0007221,1,1,0,0
0.0007222,1,1,0,0
0.0007223,0,1,0,0
0.0007224,0,1,0,1
0.0007225000000000001,0,1,0,1
0.0007226,0,1,0,1
0.0007226999999999999,0,1,0,1
0.0007228,0,1,0,1
0.0007229,1,1,0,1
0.000723,1,1,1,1
0.0007231,1,1,1,1
0.0007232,1,1,1,1
0.0007233,0,1,1,1
0.0007234,0,1,0,1
0.0007235,0,1,0,1
0.0007236,0,1,0,1
0.0007237,0,1,0,1
0.0007238,1,1,0,0
0.0007239,1,1,0,0
0.000724,1,1,0,0
0.0007241,1,1,0,0
0.0007242,1,1,0,0
0.0007243,0,1,0,1
0.0007244,0,1,0,1
0.0007245,0,1,0,1
0.0007246,0,1,0,1
0.0007247,0,1,0,1
0.0007248000000000001,1,0,0,0
0.0007249,1,0,0,0
0.000725,1,0,0,0
0.0007251,1,0,0,0
0.0007252,1,0,0,0
0.0007253,0,0,0,1
0.0007254,0,1,0,1
0.0007255,0,1,0,1
0.0007256,0,1,0,1
0.0007257,0,1,0,1
0.0007258,1,1,0,1
0.0007259,1,1,1,1
0.000726,1,1,1,1
0.0007261,1,1,1,1
0.0007262,0,1,1,1
0.0007263,0,1,0,1
0.0007264,0,1,0,1
0.0007265,0,1,0,1
0.0007266,0,1,0,1
0.0007267,0,1,0,1
0.0007268,1,1,0,0
0.0007269000000000001,1,1,0,0
0.000727,1,1,0,0
0.0007270999999999999,1,1,0,0
0.0007272,0,1,0,0
0.0007273,0,1,0,1
0.0007274,0,1,0,1
0.0007275,0,1,0,1
0.0007276,0,1,0,1
0.0007277,1,1,0,1
0.0007278,1,1,0,1
0.0007279,1,1,0,1
0.000728,1,1,0,1
0.0007281,1,1,0,1
0.0007282,0,1,0,1
0.0007283,0,1,0,1
0.0007284,0,1,0,1
0.0007285,0,1,0,1
0.0007286,0,1,0,1
0.0007287,1,0,0,0
0.0007288,1,0,0,0
0.0007289,1,0,0,0
0.000729,1,0,0,0
0.0007291,1,0,0,0
0.0007292000000000001,0,0,0,1
0.0007293,0,1,0,1
0.0007293999999999999,0,1,0,1
0.0007295,0,1,0,1
0.0007296,0,1,0,1
0.0007297,1,1,0,0
0.0007298,1,1,0,0
0.0007299,1,1,0,0
0.00073,1,1,0,0
0.0007301,1,1,0,0
0.0007302,0,1,0,1
0.0007303,0,1,0,1
0.0007304,0,1,0,1
0.0007305,0,1,0,1
0.0007306,0,1,0,1
0.0007307,1,1,0,1
0.0007308,1,1,1,1
0.0007309,1,1,1,1
0.000731,1,1,1,1
0.0007311,0,1,1,1
0.0007312,0,1,0,1
0.0007313,0,1,0,1
0.0007314,0,1,0,1
0.0007315000000000001,0,1,0,1
0.0007316,0,1,0,1
0.0007317,1,1,0,0
0.0007318,1,1,0,0
0.0007319,1,1,0,0
0.000732,1,1,0,0
0.0007321,0,1,0,0
0.0007322,0,1,0,1
0.0007323,0,1,0,1
0.0007324,0,1,0,1
0.0007325,0,1,0,1
0.0007326,1,1,0,1
0.0007327,1,1,1,1
0.0007328,1,1,1,1
0.0007329,1,1,1,1
0.000733,1,1,1,1
0.0007331,0,1,0,1
0.0007332,0,1,0,1
0.0007333,0,1,0,1
0.0007334,0,1,0,1
0.0007335,0,1,0,1
0.0007336000000000001,1,1,0,0
0.0007337,1,1,0,0
0.0007337999999999999,1,1,0,0
0.0007339,1,1,0,0
0.000734,1,1,0,0
0.0007341,0,1,0,1
0.0007342,0,1,0,1
0.0007343,0,1,0,1
0.0007344,0,1,0,1
0.0007345,0,1,0,1
0.0007346,1,1,0,0
0.0007347,1,1,0,0
0.0007348,1,1,0,0
0.0007349,1,1,0,0
0.000735,0,1,0,0
0.0007351,0,1,0,1
0.0007352,0,1,0,1
0.0007353,0,1,0,1
0.0007354,0,1,0,1
0.0007355,0,1,0,1
0.0007356,1,1,0,1
0.0007357,1,1,1,1
0.0007358,1,1,1,1
0.0007359000000000001,1,1,1,1
0.000736,0,1,1,1
0.0007360999999999999,0,1,0,1
0.0007362,0,1,0,1
0.0007363,0,1,0,1
0.0007364,0,1,0,1
0.0007365,1,1,0,1
0.0007366,1,1,0,0
0.0007367,1,1,0,0
0.0007368,1,1,0,0
0.0007369,1,1,0,0
0.000737,0,1,0,1
0.0007371,0,1,0,1
0.0007372,0,1,0,1
0.0007373,0,1,0,1
0.0007374,0,1,0,1
0.0007375,1,0,0,0
0.0007376,1,0,0,0
0.0007377,1,0,0,0
0.0007378,1,0,0,0
0.0007379,1,0,0,0
0.000738,0,0,0,1
0.0007381,0,1,0,1
0.0007382000000000001,0,1,0,1
0.0007383,0,1,0,1
0.0007384,0,1,0,1
0.0007385,1,1,0,1
0.0007386,1,1,1,1
0.0007387,1,1,1,1
0.0007388,1,1,1,1
0.0007389,1,1,1,1
0.000739,0,1,0,1
0.0007391,0,1,0,1
0.0007392,0,1,0,1
0.0007393,0,1,0,1
0.0007394,0,1,0,1
0.0007395,1,1,0,0
0.0007396,1,1,0,0
0.0007397,1,1,0,0
0.0007398,1,1,0,0
0.0007399,0,1,0,0
0.00074,0,1,0,1
0.0007401,0,1,0,1
0.0007402,0,1,0,1
0.0007403000000000001,0,1,0,1
0.0007404,0,1,0,1
0.0007404999999999999,1,1,0,1
0.0007406,1,1,0,1
0.0007407,1,1,0,1
0.0007408,1,1,0,1
0.0007409,0,1,0,1
0.000741,0,1,0,1
0.0007411,0,1,0,1
0.0007412,0,1,0,1
0.0007413,0,1,0,1
0.0007414,1,0,0,0
0.0007415,1,0,0,0
0.0007416,1,0,0,0
0.0007417,1,0,0,0
0.0007418,1,0,0,0
0.0007419,0,0,0,1
0.000742,0,1,0,1
0.0007421,0,1,0,1
0.0007422,0,1,0,1
0.0007423,0,1,0,1
0.0007424,1,1,0,0
0.0007425,1,1,0,0
0.0007426000000000001,1,1,0,0
0.0007427,1,1,0,0
0.0007427999999999999,1,1,0,0
0.0007429,0,1,0,1
0.000743,0,1,0,1
0.0007431,0,1,0,1
0.0007432,0,1,0,1
0.0007433,0,1,0,1
0.0007434,1,1,0,1
0.0007435,1,1,1,1
0.0007436,1,1,1,1
0.0007437,1,1,1,1
0.0007438,0,1,1,1
0.0007439,0,1,0,1
0.000744,0,1,0,1
0.0007441,0,1,0,1
0.0007442,0,1,0,1
0.0007443,0,1,0,1
0.0007444,1,1,0,0
0.0007445,1,1,0,0
0.0007446,1,1,0,0
0.0007447,1,1,0,0
0.0007448,0,1,0,0
0.0007448999999999999,0,1,0,1
0.000745,0,1,0,1
0.0007451,0,1,0,1
0.0007452,0,1,0,1
0.0007453,1,1,0,1
0.0007454,1,1,0,1
0.0007455,1,1,1,1
0.0007456,1,1,1,1
0.0007457,1,1,1,1
0.0007458,0,1,1,1
0.0007459,0,1,0,1
0.000746,0,1,0,1
0.0007461,0,1,0,1
0.0007462,0,1,0,1
0.0007463,1,1,0,0
0.0007464,1,1,0,0
0.0007465,1,1,0,0
0.0007466,1,1,0,0
0.0007467,1,1,0,0
0.0007468,0,1,0,1
0.0007469,0,1,0,1
0.0007470000000000001,0,1,0,1
0.0007471,0,1,0,1
0.0007471999999999999,0,1,0,1
0.0007473,1,1,0,0
0.0007474,1,1,0,0
0.0007475,1,1,0,0
0.0007476,1,1,0,0
0.0007477,1,1,0,0
0.0007478,0,1,0,1
0.0007479,0,1,0,1
0.000748,0,1,0,1
0.0007481,0,1,0,1
0.0007482,0,1,0,1
0.0007483,1,1,0,1
0.0007484,1,1,1,1
0.0007485,1,1,1,1
0.0007486,1,1,1,1
0.0007487,0,1,1,1
0.0007488,0,1,0,1
0.0007489,0,1,0,1
0.000749,0,1,0,1
0.0007491,0,1,0,1
0.0007492,0,1,0,1
0.0007493000000000001,1,1,0,0
0.0007494,1,1,0,0
0.0007494999999999999,1,1,0,0
0.0007496,1,1,0,0
0.0007497,0,1,0,0
0.0007498,0,1,0,1
0.0007499,0,1,0,1
0.00075,0,1,0,1
0.0007501,0,1,0,1
0.0007502,0,0,0,0
0.0007503,1,0,0,0
0.0007504,1,0,0,0
0.0007505,1,0,0,0
0.0007506,1,0,0,0
0.0007507,0,0,0,1
0.0007508,0,1,0,1
0.0007509,0,1,0,1
0.000751,0,1,0,1
0.0007511,0,1,0,1
0.0007512,1,1,0,1
0.0007513,1,1,1,1
0.0007514,1,1,1,1
0.0007515,1,1,1,1
0.0007515999999999999,1,1,1,1
0.0007517,0,1,0,1
0.0007518,0,1,0,1
0.0007519,0,1,0,1
0.000752,0,1,0,1
0.0007521,0,1,0,1
0.0007522,1,1,0,0
0.0007523,1,1,0,0
0.0007524,1,1,0,0
0.0007525,1,1,0,0
0.0007526,0,1,0,0
0.0007527,0,1,0,1
0.0007528,0,1,0,1
0.0007529,0,1,0,1
0.000753,0,1,0,1
0.0007531,0,1,0,1
0.0007532,1,1,0,1
0.0007533,1,1,0,1
0.0007534,1,1,0,1
0.0007535,1,1,0,1
0.0007536,0,1,0,1
0.0007537000000000001,0,1,0,1
0.0007538,0,1,0,1
0.0007538999999999999,0,1,0,1
0.000754,0,1,0,1
0.0007541,0,0,0,1
0.0007542,1,0,0,0
0.0007543,1,0,0,0
0.0007544,1,0,0,0
0.0007545,1,0,0,0
0.0007546,0,0,0,1
0.0007547,0,1,0,1
0.0007548,0,1,0,1
0.0007549,0,1,0,1
0.000755,0,1,0,1
0.0007551,1,1,0,0
0.0007552,1,1,0,0
0.0007553,1,1,0,0
0.0007554,1,1,0,0
0.0007555,1,1,0,0
0.0007556,0,1,0,1
0.0007557,0,1,0,1
0.0007558,0,1,0,1
0.0007559,0,1,0,1
0.0007560000000000001,0,1,0,1
0.0007561,1,1,0,1
0.0007561999999999999,1,1,1,1
0.0007563,1,1,1,1
0.0007564,1,1,1,1
0.0007565,1,1,1,1
0.0007566,0,1,0,1
0.0007567,0,1,0,1
0.0007568,0,1,0,1
0.0007569,0,1,0,1
0.000757,0,1,0,1
0.0007571,1,1,0,0
0.0007572,1,1,0,0
0.0007573,1,1,0,0
0.0007574,1,1,0,0
0.0007575,0,1,0,0
0.0007576,0,1,0,1
0.0007577,0,1,0,1
0.0007578,0,1,0,1
0.0007579,0,1,0,1
0.000758,0,1,0,1
0.0007581,1,1,0,1
0.0007582,1,1,1,1
0.0007582999999999999,1,1,1,1
0.0007584,1,1,1,1
0.0007585,0,1,1,1
0.0007586,0,1,0,1
0.0007587,0,1,0,1
0.0007588,0,1,1,1
0.0007589,0,1,1,1
0.000759,1,1,1,1
0.0007591,1,1,0,0
0.0007592,1,1,0,0
0.0007593,1,1,0,0
0.0007594,1,1,0,0
0.0007595,0,1,0,1
0.0007596,0,1,0,1
0.0007597,0,1,0,1
0.0007598,0,1,1,1
0.0007599,0,1,1,1
0.00076,1,1,1,0
0.0007601,1,1,1,0
0.0007602,1,1,1,0
0.0007603,1,1,0,0
0.0007604000000000001,1,1,0,0
0.0007605,0,1,0,1
0.0007605999999999999,0,1,0,1
0.0007607,0,1,0,1
0.0007608,0,1,1,1
0.0007609,0,1,1,1
0.000761,1,1,1,1
0.0007611,1,1,1,1
0.0007612,1,1,1,1
0.0007613,1,1,1,1
0.0007614,0,1,1,1
0.0007615,0,1,0,0
0.0007616,0,1,0,0
0.0007617,0,1,0,0
0.0007618,0,1,0,0
0.0007619,0,1,0,0
0.000762,1,1,0,0
0.0007621,1,1,0,0
0.0007622,1,1,0,0
0.0007623,1,1,0,0
0.0007624,0,1,0,0
0.0007625,0,1,0,1
0.0007626,0,1,0,1
0.0007627000000000001,0,1,1,1
0.0007628,0,1,1,1
0.0007628999999999999,0,0,1,1
0.000763,1,0,0,0
0.0007631,1,0,0,0
0.0007632,1,0,0,0
0.0007633,1,0,0,0
0.0007634,0,0,0,0
0.0007635,0,1,0,1
0.0007636,0,1,0,1
0.0007637,0,1,0,1
0.0007638,0,1,0,1
0.0007639,1,1,0,1
0.000764,1,1,1,1
0.0007641,1,1,1,1
0.0007642,1,1,1,1
0.0007643,1,1,1,1
0.0007644,0,1,0,1
0.0007645,0,1,0,1
0.0007646,0,1,0,1
0.0007647,0,1,1,1
0.0007648000000000001,0,1,1,1
0.0007649,1,1,1,0
0.0007649999999999999,1,1,0,0
0.0007651,1,1,0,0
0.0007652,1,1,0,0
0.0007653,1,1,0,0
0.0007654,0,1,0,0
0.0007655,0,1,0,0
0.0007656,0,1,0,0
0.0007657,0,1,1,0
0.0007658,0,1,1,0
0.0007659,1,1,0,1
0.000766,1,1,0,1
0.0007661,1,1,0,1
0.0007662,1,1,0,1
0.0007663,0,1,0,1
0.0007664,0,1,0,1
0.0007665,0,1,0,1
0.0007666,0,1,1,1
0.0007667,0,1,1,1
0.0007668,0,1,1,1
0.0007669,1,0,0,0
0.000767,1,0,0,0
0.0007671000000000001,1,0,0,0
0.0007672,1,0,0,0
0.0007672999999999999,0,0,0,0
0.0007674,0,1,0,1
0.0007675,0,1,0,1
0.0007676,0,1,1,1
0.0007677,0,1,1,1
0.0007678,1,1,1,1
0.0007679,1,1,0,0
0.000768,1,1,0,0
0.0007681,1,1,0,0
0.0007682,1,1,0,0
0.0007683,0,1,0,1
0.0007684,0,1,0,1
0.0007685,0,1,0,1
0.0007686,0,1,1,1
0.0007687,0,1,1,1
0.0007688,1,1,1,0
0.0007689,1,1,0,0
0.000769,1,1,0,0
0.0007691,1,1,0,0
0.0007692,1,1,0,0
0.0007693,0,1,0,0
0.0007694000000000001,0,1,0,0
0.0007695,0,1,0,0
0.0007695999999999999,0,1,1,0
0.0007697,0,1,1,0
0.0007698,1,0,1,1
0.0007699,1,0,1,1
0.00077,1,0,1,1
0.0007701,1,0,1,1
0.0007702,0,0,1,1
0.0007703,0,0,0,1
0.0007704,0,1,0,1
0.0007705,0,1,0,1
0.0007706,0,1,1,1
0.0007707,0,1,1,1
0.0007708,1,0,0,0
0.0007709,1,0,0,0
0.000771,1,0,0,0
0.0007711,1,0,0,0
0.0007712,0,0,0,0
0.0007713,0,1,0,1
0.0007714,0,1,0,1
0.0007715000000000001,0,1,0,1
0.0007716,0,1,0,1
0.0007716999999999999,0,0,0,1
0.0007718,1,0,0,1
0.0007719,1,0,0,1
0.000772,1,0,0,1
0.0007721,1,0,0,1
0.0007722,0,0,0,1
0.0007723,0,1,0,1
0.0007724,0,1,0,1
0.0007725,0,1,1,1
0.0007726,0,1,1,1
0.0007727,1,1,1,0
0.0007728,1,1,1,0
0.0007729,1,1,0,0
0.000773,1,1,0,0
0.0007731,1,1,0,0
0.0007732,0,1,0,0
0.0007733,0,1,0,0
0.0007734,0,1,0,0
0.0007735,0,1,1,0
0.0007736,0,1,1,0
0.0007737,1,1,1,1
0.0007738000000000001,1,1,1,1
0.0007739,1,1,1,1
0.0007739999999999999,1,1,1,1
0.0007741,1,1,1,1
0.0007742,0,1,0,1
0.0007743,0,1,0,1
0.0007744,0,1,0,1
0.0007745,0,1,1,1
0.0007746,0,1,1,1
0.0007747,1,1,0,0
0.0007748,1,1,0,0
0.0007749,1,1,0,0
0.000775,1,1,0,0
0.0007751,0,1,0,0
0.0007752,0,1,0,1
0.0007753,0,1,0,1
0.0007754,0,1,1,1
0.0007755,0,1,1,1
0.0007756,0,1,1,1
0.0007757,1,1,0,1
0.0007758,1,1,0,1
0.0007759,1,1,0,1
0.000776,1,1,0,1
0.0007761000000000001,0,1,0,1
0.0007762,0,1,0,1
0.0007763,0,1,0,1
0.0007764,0,1,1,1
0.0007765,0,1,1,1
0.0007766,0,0,1,0
0.0007767,1,0,0,0
0.0007768,1,0,0,0
0.0007769,1,0,0,0
0.000777,1,0,0,0
0.0007771,0,0,0,0
0.0007772,0,1,0,0
0.0007773,0,1,0,0
0.0007774,0,1,1,0
0.0007775,0,1,1,0
0.0007776,1,1,1,1
0.0007777,1,1,0,1
0.0007778,1,1,0,1
0.0007779,1,1,0,1
0.000778,1,1,0,1
0.0007781,0,1,0,1
0.0007782000000000001,0,1,0,1
0.0007783,0,1,0,1
0.0007783999999999999,0,1,0,1
0.0007785,0,1,0,1
0.0007786,1,1,0,0
0.0007787,1,1,0,0
0.0007788,1,1,0,0
0.0007789,1,1,0,0
0.000779,0,1,0,0
0.0007791,0,1,0,0
0.0007792,0,1,0,0
0.0007793,0,1,0,0
0.0007794,0,1,0,0
0.0007795,0,1,0,0
0.0007796,1,1,0,0
0.0007797,1,1,0,0
0.0007798,1,1,0,0
0.0007799,1,1,0,0
0.00078,0,1,0,0
0.0007801,0,1,0,1
0.0007802,0,1,0,1
0.0007803,0,1,1,1
0.0007804,0,1,1,1
0.0007805000000000001,1,1,1,1
0.0007806,1,1,0,1
0.0007806999999999999,1,1,0,1
0.0007808,1,1,0,1
0.0007809,1,1,0,1
0.000781,0,1,0,0
0.0007811,0,1,0,0
0.0007812,0,1,0,0
0.0007813,0,1,1,0
0.0007814,0,1,1,0
0.0007815,1,0,0,1
0.0007816,1,0,0,1
0.0007817,1,0,0,1
0.0007818,1,0,0,1
0.0007819,1,0,0,1
0.000782,0,0,0,0
0.0007821,0,1,0,0
0.0007822,0,1,0,0
0.0007823,0,1,0,0
0.0007824,0,1,0,0
0.0007825,1,1,0,1
0.0007826,1,1,0,1
0.0007827,1,1,0,1
0.0007828000000000001,1,1,0,1
0.0007829,1,1,0,1
0.000783,0,1,0,0
0.0007831,0,1,0,0
0.0007832,0,1,0,0
0.0007833,0,1,0,0
0.0007834,0,1,0,0
0.0007835,1,1,0,0
0.0007836,1,1,0,0
0.0007837,1,1,0,0
0.0007838,1,1,0,0
0.0007839,0,1,0,0
0.000784,0,1,0,0
0.0007841,0,1,0,0
0.0007842,0,1,0,0
0.0007843,0,1,0,0
0.0007844,0,1,0,0
0.0007845,1,1,0,0
0.0007846,1,1,0,0
0.0007847,1,1,0,0
0.0007848,1,1,0,0
0.0007849000000000001,0,1,0,0
0.000785,0,1,0,0
0.0007850999999999999,0,1,0,0
0.0007852,0,1,0,0
0.0007853,0,1,0,0
0.0007854,1,1,0,1
0.0007855,1,1,0,1
0.0007856,1,1,0,1
0.0007857,1,1,0,1
0.0007858,1,1,0,1
0.0007859,0,1,0,0
0.000786,0,1,0,0
0.0007861,0,1,0,0
0.0007862,0,1,0,0
0.0007863,0,1,0,0
0.0007864,1,0,0,0
0.0007865,1,0,0,0
0.0007866,1,0,0,0
0.0007867,1,0,0,0
0.0007868,1,0,0,0
0.0007869,0,0,0,0
0.000787,0,1,0,0
0.0007871,0,1,0,0
0.0007872000000000001,0,1,0,0
0.0007873,0,1,0,0
0.0007873999999999999,1,1,0,1
0.0007875,1,1,0,1
0.0007876,1,1,0,1
0.0007877,1,1,0,1
0.0007878,0,1,0,1
0.0007879,0,1,0,0
0.000788,0,1,0,0
0.0007881,0,1,0,0
0.0007882,0,1,0,0
0.0007883,0,1,0,0
0.0007884,1,1,0,0
0.0007885,1,1,1,0
0.0007886,1,1,1,0
0.0007887,1,1,1,0
0.0007888,0,1,1,0
0.0007889,0,1,0,0
0.000789,0,1,0,0
0.0007891,0,1,0,0
0.0007892,0,1,0,0
0.0007893,1,1,0,0
0.0007894,1,1,0,0
0.0007895000000000001,1,1,1,0
0.0007896,1,1,1,0
0.0007897,1,1,1,0
0.0007898,0,1,1,0
0.0007899,0,1,0,0
0.00079,0,1,0,0
0.0007901,0,1,0,0
0.0007902,0,1,0,0
0.0007903,1,1,0,1
0.0007904,1,1,0,1
0.0007905,1,1,0,1
0.0007906,1,1,0,1
0.0007907,1,1,0,1
0.0007908,0,1,0,0
0.0007909,0,1,0,0
0.000791,0,1,0,0
0.0007911,0,1,0,0
0.0007912,0,1,0,0
0.0007913,1,1,0,0
0.0007914,1,1,1,0
0.0007915,1,1,1,0
0.0007916000000000001,1,1,1,0
0.0007917,1,1,1,0
0.0007917999999999999,0,1,0,0
0.0007919,0,1,0,0
0.000792,0,1,0,0
0.0007921,0,1,0,0
0.0007922,0,1,0,0
0.0007923,1,1,0,1
0.0007924,1,1,0,1
0.0007925,1,1,0,1
0.0007926,1,1,0,1
0.0007927,0,1,0,1
0.0007928,0,1,0,0
0.0007929,0,1,0,0
0.000793,0,1,0,0
0.0007931,0,1,0,0
0.0007932,0,1,0,0
0.0007933,1,1,0,1
0.0007934,1,1,1,1
0.0007935,1,1,1,1
0.0007936,1,1,1,1
0.0007937,0,1,1,1
0.0007938,0,1,0,0
0.0007939000000000001,0,1,0,0
0.000794,0,1,0,0
0.0007940999999999999,0,1,0,0
0.0007942,1,1,0,0
0.0007943,1,1,0,0
0.0007944,1,1,0,0
0.0007945,1,1,0,0
0.0007946,1,1,0,0
0.0007947,0,1,0,0
0.0007948,0,1,0,0
0.0007949,0,1,0,0
0.000795,0,1,0,0
0.0007951,0,1,0,0
0.0007952,1,1,0,1
0.0007953,1,1,0,1
0.0007954,1,1,0,1
0.0007955,1,1,0,1
0.0007956,1,1,0,1
0.0007957,0,1,0,0
0.0007958,0,1,0,0
0.0007959,0,1,0,0
0.000796,0,1,0,0
0.0007961,0,1,0,0
0.0007961999999999999,1,1,0,0
0.0007963,1,1,1,0
0.0007964,1,1,1,0
0.0007965,1,1,1,0
0.0007966,0,1,1,0
0.0007967,0,1,0,0
0.0007968,0,1,0,0
0.0007969,0,1,0,0
0.000797,0,1,0,0
0.0007971,0,1,0,0
0.0007972,1,1,0,1
0.0007973,1,1,0,1
0.0007974,1,1,0,1
0.0007975,1,1,0,1
0.0007976,0,1,0,1
0.0007977,0,1,0,0
0.0007978,0,1,0,0
0.0007979,0,1,0,0
0.000798,0,1,0,0
0.0007981,1,1,0,0
0.0007982,1,1,0,0
0.0007983000000000001,1,1,0,0
0.0007984,1,1,0,0
0.0007984999999999999,1,1,0,0
0.0007986,0,1,0,0
0.0007987,0,1,0,0
0.0007988,0,1,0,0
0.0007989,0,1,0,0
0.000799,0,1,0,0
0.0007991,1,1,0,1
0.0007992,1,1,0,1
0.0007993,1,1,0,1
0.0007994,1,1,0,1
0.0007995,1,1,0,1
0.0007996,0,1,0,0
0.0007997,0,1,0,0
0.0007998,0,1,0,0
0.0007999,0,1,0,0
0.0008,0,1,0,0
0.0008001,1,1,0,0
0.0008002,1,1,1,0
0.0008003,1,1,1,0
0.0008004,1,1,1,0
0.0008005,1,1,1,0
0.0008006000000000001,0,1,0,0
0.0008007,0,1,0,0
0.0008007999999999999,0,1,0,0
0.0008009,0,1,0,0
0.000801,0,1,0,0
0.0008011,1,1,0,0
0.0008012,1,1,0,0
0.0008013,1,1,0,0
0.0008014,1,1,1,0
0.0008015,0,1,1,0
0.0008016,0,1,0,0
0.0008017,0,1,0,0
0.0008018,0,1,0,0
0.0008019,0,1,0,0
0.000802,0,1,0,0
0.0008021,1,1,0,1
0.0008022,1,1,0,1
0.0008023,1,1,0,1
0.0008024,1,1,0,1
0.0008025,0,1,0,1
0.0008026,0,1,0,0
0.0008027,0,1,0,0
0.0008028,0,1,0,0
0.0008028999999999999,0,1,0,0
0.000803,1,1,0,1
0.0008031,1,1,1,1
0.0008032,1,1,0,1
0.0008033,1,1,0,1
0.0008034,1,1,0,1
0.0008035,0,1,0,0
0.0008036,0,1,0,0
0.0008037,0,1,0,0
0.0008038,0,1,0,0
0.0008039,0,1,0,0
0.000804,1,1,0,0
0.0008041,1,1,0,0
0.0008042,1,1,0,0
0.0008043,1,1,0,0
0.0008044,1,1,0,0
0.0008045,0,1,0,0
0.0008046,0,1,0,0
0.0008047,0,1,0,0
0.0008048,0,1,0,0
0.0008049,0,1,0,0
0.0008050000000000001,1,1,0,1
0.0008051,1,1,0,1
0.0008051999999999999,1,1,0,1
0.0008053,1,1,0,1
0.0008054,0,1,0,1
0.0008055,0,1,0,0
0.0008056,0,1,0,0
